form,rtol,N,a1,a2,omega1,omega2,phi1,phi2,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,51,35.0,35.0,51.5,103.0,0.0,0.7853981633974483,(-0.012590828951703758+2.011171434774459e-07j),(0.022325838387432836-6.163636115415167e-11j),(-0.8870479909063875+3.6314247025333116e-05j),(0.01870190736568637+0.005413814931721648j),(-0.03897618679956656-6.404951934053409e-11j),(-0.8400195006347251-0.19237655016621857j),(-0.007983357559515144-0.0009720244525834611j),(0.012236939639529341-5.927683608292675e-11j),(-0.9433533918992978+0.23132089171972864j),(-0.0022506190699531463+0.00041016407049289296j),(0.004440628620214421-4.69356248196811e-11j)
DS-p,1e-11,51,35.0,35.0,51.6,103.2,0.0,0.7853981633974483,(-0.012544428832916956+1.995782457376483e-07j),(0.02225424226074142-6.171904992303321e-11j),(-0.8874750991941203+3.6209773056364343e-05j),(0.018648076912915784+0.0053879123918493975j),(-0.03885802766782241-6.40310679631524e-11j),(-0.8405892413110728-0.19217830096753266j),(-0.007954541514356164-0.0009667024643549111j),(0.012206540408775779-5.937536892212893e-11j),(-0.9435685820369996+0.2309068864953886j),(-0.0022422027900851106+0.00040782074490570627j),(0.0044242688986701586-4.69409155676872e-11j)
DS-p,1e-11,51,35.0,35.0,51.7,103.4,0.0,0.7853981633974483,(-0.012498279471101761+1.9805777777986524e-07j),(0.022182953061486675-6.189515448802726e-11j),(-0.8878998143805944+3.610520419949204e-05j),(0.018594430462645375+0.005362160594812975j),(-0.038740319754756954-6.41846907149842e-11j),(-0.8411560521866596-0.19197988909400981j),(-0.007925876513256856-0.0009614185775930156j),(0.01217619856721703-5.955968448457129e-11j),(-0.9437825564903061+0.23049428695017515j),(-0.002233833127145427+0.00040549517588939297j),(0.004407997809862559-4.703130825243323e-11j)
DS-p,1e-11,51,35.0,35.0,51.8,103.6,0.0,0.7853981633974483,(-0.012452379108967543+1.9656354207176322e-07j),(0.022111969387391028-6.253391379377807e-11j),(-0.8883221541018324+3.600054041051939e-05j),(0.018540967656071182+0.005336558622843329j),(-0.038623061622287264-6.458507384424985e-11j),(-0.8417199524058789-0.1917813218954491j),(-0.00789736154383944-0.0009561724532296657j),(0.012145914676351725-6.020672580494646e-11j),(-0.9439953243405064+0.23008308643832687j),(-0.002225509742735096+0.00040318718755644016j),(0.0043918147269979-4.740752151443561e-11j)
DS-p,1e-11,51,35.0,35.0,51.9,103.8,0.0,0.7853981633974483,(-0.01240672602973616+1.9506562958441608e-07j),(0.022041289819943986-6.261985670020732e-11j),(-0.8887421358323315+3.5895782126237616e-05j),(0.018487688119100894+0.005311105510895502j),(-0.03850625183399507-6.475430193107679e-11j),(-0.8422809609667272-0.19158260660065565j),(-0.007868995624866572-0.0009509637674371195j),(0.012115689284752089-6.029093989065006e-11j),(-0.9442068945855895+0.22967327834830353j),(-0.0022172323296903024+0.00040089664649414596j),(0.004375718992363371-4.743091179628755e-11j)
DS-p,1e-11,51,35.0,35.0,52.0,104.0,0.0,0.7853981633974483,(-0.012361318328426038+1.9355403650869057e-07j),(0.021970913114763554-5.978710600738626e-11j),(-0.8891597768073413+3.579096329814809e-05j),(0.018434591625754518+0.005285800330520304j),(-0.03838988882947611-6.292009719351682e-11j),(-0.8428390966515397-0.19138375031267327j),(-0.007840777598364629-0.0009457921952662079j),(0.012085523054142466-5.742315554929873e-11j),(-0.9444172760513292+0.2292648560563991j),(-0.002209000331679225+0.00039862333889076514j),(0.004359710210940665-4.54477642658284e-11j)
DS-p,1e-11,51,35.0,35.0,52.1,104.2,0.0,0.7853981633974483,(-0.012316154532490145+1.9212052322544062e-07j),(0.021900837667771303-6.09188676955708e-11j),(-0.8895750942999626+3.5686091998533964e-05j),(0.018381677587034562+0.005260642257162376j),(-0.038273971290995024-6.365347631268532e-11j),(-0.8433943782846838-0.19118476005480886j),(-0.00781270669800527-0.0009406573923265079j),(0.01205541627128243-5.854301434026807e-11j),(-0.9446264777090678+0.22885781305678043j),(-0.0022008137476519675+0.00039636711397962165j),(0.004343787468779792-4.588950944205061e-11j)
DS-p,1e-11,51,35.0,35.0,52.2,104.4,0.0,0.7853981633974483,(-0.012271232884056328+1.9065332501139484e-07j),(0.021831062148769124-6.073754750737325e-11j),(-0.889988105246549+3.558115104084529e-05j),(0.01832894569695334+0.005235630243675907j),(-0.038158497707697296-6.350134196813281e-11j),(-0.8439468243574209-0.1909856427563259j),(-0.007784781884612973-0.0009355590698339215j),(0.012025369563057352-5.837109696011033e-11j),(-0.9448345082201716+0.22845214283902243j),(-0.0021926721389982605+0.0003941278782662377j),(0.00432795023709247-4.582727722429101e-11j)
DS-p,1e-11,51,35.0,35.0,52.3,104.6,0.0,0.7853981633974483,(-0.01222655169041818+1.8920837682404164e-07j),(0.021761585178637174-6.082691695055985e-11j),(-0.8903988264977556+3.547616914444743e-05j),(0.018276395557639356+0.005210763443210549j),(-0.03804346660556759-6.35990812414222e-11j),(-0.8444964533019677-0.19078640520865595j),(-0.007757002183898423-0.0009304968963635408j),(0.011995383387111199-5.847753855615204e-11j),(-0.945041376261544+0.22804783891865243j),(-0.002184575196605393+0.00039190542659895983j),(0.004312197913328774-4.5985491786219335e-11j)
DS-p,1e-11,51,35.0,35.0,52.4,104.8,0.0,0.7853981633974483,(-0.012182109221197326+1.877600736857075e-07j),(0.021692405425114893-6.063243932341866e-11j),(-0.8908072747493126+3.537113977747376e-05j),(0.018224026832933036+0.005186040944047938j),(-0.03792887647648124-6.320473774460776e-11j),(-0.8450432833966409-0.1905870541224583j),(-0.00772936656894863-0.0009254705547818839j),(0.011965458279489263-5.830808745178814e-11j),(-0.9452470904149249+0.2276448948708776j),(-0.002176522510856052+0.00038969960037701316j),(0.004296529991045135-4.5829848249537896e-11j)
DS-p,1e-11,51,35.0,35.0,52.5,105.0,0.0,0.7853981633974483,(-0.012137903849820563+1.8629514341413313e-07j),(0.021623521495321527-5.943091505657317e-11j),(-0.8912134665409762+3.526608879077531e-05j),(0.018171839105136083+0.005161461806577897j),(-0.0378147258436624-6.257875082575654e-11j),(-0.8455873327807226-0.1903875960858625j),(-0.007701874111845465-0.0009204797516112874j),(0.011935594676022773-5.712140872465464e-11j),(-0.9454516591852827+0.22724330427952794j),(-0.0021685137993087723+0.0003875102715051584j),(0.0042809458299827895-4.5148199868314445e-11j)
DS-p,1e-11,51,35.0,35.0,52.6,105.2,0.0,0.7853981633974483,(-0.0120939339232226+1.8488319886733628e-07j),(0.02155493201144388-5.950388839339303e-11j),(-0.8916174182770649+3.516101784241908e-05j),(0.018119831958668182+0.005137025221120174j),(-0.03770101321022507-6.263388396297201e-11j),(-0.8461286194707369-0.19018803761839376j),(-0.00767452385445202-0.000915524160496321j),(0.011905793027290602-5.7198262330289967e-11j),(-0.9456550910147327+0.22684306079192834j),(-0.002160548753062194+0.00038533722684534755j),(0.0042654448644261714-4.5221478595782194e-11j)
DS-p,1e-11,51,35.0,35.0,52.7,105.4,0.0,0.7853981633974483,(-0.01205019782084225+1.8350486928717445e-07j),(0.021486635601691187-6.023083474315122e-11j),(-0.8920191462090628+3.505593329074623e-05j),(0.0180680049852447+0.005112730278252448j),(-0.037587737091084095-6.312647415946628e-11j),(-0.8466671613330278-0.1899883851215202j),(-0.007647314856647586-0.0009106034785854835j),(0.011876053762241101-5.792102701000671e-11j),(-0.9458573942524343+0.22644415807994134j),(-0.002152627058853506+0.00038318033251267484j),(0.004250026505770261-4.5707317204798305e-11j)
DS-p,1e-11,51,35.0,35.0,52.8,105.6,0.0,0.7853981633974483,(-0.012006693919341347+1.820868234932083e-07j),(0.021418630918627897-5.972216506713732e-11j),(-0.892418666432368+3.495083934931086e-05j),(0.018016357791850415+0.005088575998249771j),(-0.037474895977065624-6.298521020675878e-11j),(-0.8472029760864507-0.18978864490922584j),(-0.007620246181094477-0.0009057174315922827j),(0.011846377372179053-5.742611368420463e-11j),(-0.9460585771663906+0.22604658985037335j),(-0.0021447483880124227+0.0003810394956316344j),(0.004234690172260842-4.523646637096859e-11j)
DS-p,1e-11,51,35.0,35.0,52.9,105.8,0.0,0.7853981633974483,(-0.011963420616883531+1.807306168469617e-07j),(0.021350916585094633-6.132280105908384e-11j),(-0.8928159948955462+3.4845754641587876e-05j),(0.017964889931087014+0.005064561631596073j),(-0.03736248838255811-6.402881025584448e-11j),(-0.8477360813211551-0.18958882318731116j),(-0.007593316896804442-0.0009008656726758454j),(0.011816764143512164-5.904327253737785e-11j),(-0.9462586479351297+0.22565034983358057j),(-0.0021369124515491812+0.0003789144902460089j),(0.004219435310738557-4.65581141361368e-11j)
DS-p,1e-11,51,35.0,35.0,53.0,106.0,0.0,0.7853981633974483,(-0.011920376349828746+1.793751152467915e-07j),(0.021283491218931114-6.16099764624613e-11j),(-0.8932111474571143+3.4740681029187155e-05j),(0.017913600978736982+0.005040686213722112j),(-0.03725051281973913-6.414927526935828e-11j),(-0.8482664945336669-0.18938892608944508j),(-0.0075665261065246065-0.000896047937513675j),(0.011787214529758283-5.933506850716207e-11j),(-0.9464576147389409+0.2252554318232488j),(-0.0021291189661640474+0.0003768052182701719j),(0.004204261331045629-4.6772108639144706e-11j)
DS-p,1e-11,51,35.0,35.0,53.1,106.2,0.0,0.7853981633974483,(-0.011877559503711254+1.7801306894506113e-07j),(0.021216353531402464-6.17705376135268e-11j),(-0.8936041397873676+3.4635628699580606e-05j),(0.017862490537105983+0.005016948869073223j),(-0.03713896771951428-6.44109614160707e-11j),(-0.8487942330527637-0.18918895964207438j),(-0.007539872860173269-0.0008912639488148597j),(0.011757728988165368-5.951305598933204e-11j),(-0.9466554856280405+0.2248618296293476j),(-0.0021213675787967734+0.00037471153424903543j),(0.004189167685219459-4.671045377282616e-11j)
DS-p,1e-11,51,35.0,35.0,53.2,106.4,0.0,0.7853981633974483,(-0.011834968514197873+1.766728999208167e-07j),(0.0211495021513137-6.151972379723642e-11j),(-0.8939949873268298+3.453059965218885e-05j),(0.017811558160420713+0.0049933487531494064j),(-0.03702785160150204-6.431951495803803e-11j),(-0.8493193139806945-0.18898892976385318j),(-0.00751335625684286-0.000886513391957779j),(0.01172830784310517-5.923766428875075e-11j),(-0.9468522684558311+0.22446953707154274j),(-0.00211365800479877+0.0003726332782969374j),(0.00417415383330366-4.696354136129907e-11j)
DS-p,1e-11,51,35.0,35.0,53.3,106.6,0.0,0.7853981633974483,(-0.01179260187993516+1.7537315264754913e-07j),(0.02108293570125716-6.242545928128074e-11j),(-0.8943837056337612+3.442561129211488e-05j),(0.017760803384974922+0.004969885024466221j),(-0.03691716298259826-6.538915655388051e-11j),(-0.8498417545285704-0.18878884234549784j),(-0.007486975422290825-0.000881795991268946j),(0.011698951408196694-6.012097262019507e-11j),(-0.9470479713064367+0.22407854806873043j),(-0.0021059899807796406+0.00037057029412541215j),(0.004159219188937533-4.769405658163116e-11j)
DS-p,1e-11,51,35.0,35.0,53.4,106.8,0.0,0.7853981633974483,(-0.01175045797869045+1.7400077867485784e-07j),(0.02101665291539226-6.111558966544741e-11j),(-0.8947703099142178+3.432066123290968e-05j),(0.017710225843811073+0.004946556752679189j),(-0.03680690026405985-6.385960237456434e-11j),(-0.8503615715926462-0.1885887031230576j),(-0.007460729396362494-0.0008771114401856647j),(0.01166966012533973-5.886896091958546e-11j),(-0.9472426019605881+0.22368885653086462j),(-0.002098363102332003+0.00036852250797990167j),(0.004144363295372983-4.6797920735474495e-11j)
DS-p,1e-11,51,35.0,35.0,53.5,107.0,0.0,0.7853981633974483,(-0.01170853539602177+1.726968087477983e-07j),(0.02095065236177286-6.132599985188487e-11j),(-0.8951548152810287+3.421575469797906e-05j),(0.017659824982135433+0.004923363162773778j),(-0.03669706200433177-6.409743819906821e-11j),(-0.8508787819665026-0.18838851776899876j),(-0.007434617393792796-0.000872459490450353j),(0.011640434268558295-5.907263182548334e-11j),(-0.9474361681587393+0.2233004564007329j),(-0.0020907772407985394+0.00036648971162249293j),(0.004129585471513469-4.6996372837682606e-11j)
DS-p,1e-11,51,35.0,35.0,53.6,107.2,0.0,0.7853981633974483,(-0.011666832567236657+1.7140108714993498e-07j),(0.02088493275715688-6.14846798333653e-11j),(-0.8955372367427366+3.411090385678448e-05j),(0.017609600400949017+0.004900303374071639j),(-0.036587646651559856-6.415116373967323e-11j),(-0.8513934023433057-0.1881882918729813j),(-0.007408638486134251-0.000867839847798849j),(0.011611274229674413-5.92376607803306e-11j),(-0.9476286776122544+0.2229133416612209j),(-0.0020832320281009634+0.00036447179572145823j),(0.004114885248364015-4.7134077214915066e-11j)
DS-p,1e-11,51,35.0,35.0,53.7,107.4,0.0,0.7853981633974483,(-0.011625347991421855+1.7011628692475782e-07j),(0.020819492773568222-6.146890009595116e-11j),(-0.8959175890720585+3.4006114047160034e-05j),(0.017559551644640133+0.004877376539659015j),(-0.036478652673234864-6.415349146639889e-11j),(-0.8519054491969998-0.18798803092494154j),(-0.007382791799247759-0.0008632522392759186j),(0.01158218023076664-5.922731954291494e-11j),(-0.947820137824379+0.22252750630656618j),(-0.0020757271780738676+0.0003624686189475628j),(0.00410026209138771-4.726111741166114e-11j)
DS-p,1e-11,51,35.0,35.0,53.8,107.6,0.0,0.7853981633974483,(-0.01158408018907399+1.6888927518240975e-07j),(0.020754331087317373-6.173999616235207e-11j),(-0.8962958871942162+3.390139064791624e-05j),(0.017509678244495206+0.004854581870987175j),(-0.03637007855208299-6.422654319117974e-11j),(-0.8524149391425078-0.18778774037982657j),(-0.007357076473785345-0.0008586963599707914j),(0.011553152621835074-5.944689622287248e-11j),(-0.9480105566029646+0.22214294444497937j),(-0.0020682624180606395+0.00036048001473011366j),(0.004085715477343704-4.8234187720069284e-11j)
DS-p,1e-11,51,35.0,35.0,53.9,107.8,0.0,0.7853981633974483,(-0.011543027681318721+1.6763775233195267e-07j),(0.02068944639167228-6.23017884759751e-11j),(-0.8966721456140916+3.379673995563351e-05j),(0.017459979757872876+0.004831918444488459j),(-0.036261922751810415-6.475873707201047e-11j),(-0.8529218883929228-0.18758742555363683j),(-0.007331491647523235-0.0008541720148655836j),(0.011524191706862984-6.000801178191248e-11j),(-0.948199941304786+0.22175965012914955j),(-0.0020608374461271416+0.0003585059168678562j),(0.004071244873148563-4.867557488255178e-11j)
DS-p,1e-11,51,35.0,35.0,54.0,108.0,0.0,0.7853981633974483,(-0.011502188993495132+1.6640660747418487e-07j),(0.020624837373902496-6.274207801504033e-11j),(-0.8970463788150889+3.369216814812134e-05j),(0.017410455723459305+0.004809385467597821j),(-0.036154183719291376-6.5052778031027e-11j),(-0.8534263131453648-0.18738709170913082j),(-0.007306036454667398-0.0008496788948521252j),(0.011495297814383285-6.041874113622901e-11j),(-0.9483882993698117+0.22137761747971096j),(-0.00205345197651053+0.00035654615336212173j),(0.0040568497837720615-4.913513550220291e-11j)
DS-p,1e-11,51,35.0,35.0,54.1,108.2,0.0,0.7853981633974483,(-0.011461562696603462+1.6510326367413234e-07j),(0.020560502713431173-6.11277557353027e-11j),(-0.8974186011516601+3.3587686371272375e-05j),(0.017361105660173747+0.0047869820414489965j),(-0.03604685997796708-6.366218861153918e-11j),(-0.8539282294644623-0.18718674401425012j),(-0.007280710080745728-0.0008452167412342089j),(0.011466471158312123-5.886338206026576e-11j),(-0.9485756381497819+0.22099684064358985j),(-0.002046105752622849+0.0003546006705492568j),(0.004042529655931674-4.8137241376643165e-11j)
DS-p,1e-11,51,35.0,35.0,54.2,108.4,0.0,0.7853981633974483,(-0.01142114734077866+1.6389081651904397e-07j),(0.020496441114131948-6.271297003993095e-11j),(-0.8977888268245482+3.348329534650969e-05j),(0.017311929086633614+0.00476470750390172j),(-0.03593994994341692-6.472572219146685e-11j),(-0.8544276532851443-0.18698638756309158j),(-0.007255511658367136-0.0008407852836291944j),(0.011437712022197004-6.046467453534594e-11j),(-0.9487619649188468+0.22061731380530072j),(-0.0020387984922450413+0.0003526692167517822j),(0.004028284013959533-4.9407384587491184e-11j)
DS-p,1e-11,51,35.0,35.0,54.3,108.6,0.0,0.7853981633974483,(-0.01138094151704304+1.6270188977901251e-07j),(0.020432651249784828-6.269304945455813e-11j),(-0.8981570699726873+3.33790027592246e-05j),(0.01726292552310437+0.004742560960228408j),(-0.035833452122883844-6.45565795753526e-11j),(-0.854924600460124-0.18678602737808817j),(-0.007230440380363479-0.000836384243093865j),(0.011409020680000735-6.040286022321106e-11j),(-0.9489472869553459+0.22023903118817312j),(-0.002031529946880991+0.000350751710964845j),(0.004014112336534584-5.005513673973482e-11j)
DS-p,1e-11,51,35.0,35.0,54.4,108.8,0.0,0.7853981633974483,(-0.011340943784656868+1.6148477287565958e-07j),(0.020369131881100695-6.27755149158981e-11j),(-0.8985233445745345+3.32748052093723e-05j),(0.01721409452384136+0.004720541550867823j),(-0.03572736493298889-6.463861057656901e-11j),(-0.8554190866970105-0.1865856684135472j),(-0.007205495394677641-0.0008320134276939306j),(0.011380397388212657-6.049148922191933e-11j),(-0.9491316114110481+0.2198619870458166j),(-0.0020242997994496317+0.0003488480663402533j),(0.004000014117711762-5.006365128164927e-11j)
DS-p,1e-11,51,35.0,35.0,54.5,109.0,0.0,0.7853981633974483,(-0.011301152752631405+1.6028219186087205e-07j),(0.020305881690872066-6.292699782962548e-11j),(-0.8988876644672743+3.3170720782949774e-05j),(0.017165435585963038+0.004698648515295723j),(-0.03562168686320232-6.473362526973138e-11j),(-0.855911127566575-0.18638531551708556j),(-0.007180675894180329-0.0008276725423901492j),(0.011351842368173156-6.064896273999035e-11j),(-0.9493149453663037+0.21948617564499245j),(-0.0020171078058241615+0.0003469581299903159j),(0.003985988864479341-5.013787558857463e-11j)
DS-p,1e-11,51,35.0,35.0,54.6,109.2,0.0,0.7853981633974483,(-0.01126156702928648+1.5910464420083596e-07j),(0.020242899395892303-6.356213924839346e-11j),(-0.8992500433998669+3.306674369565382e-05j),(0.01711694822286566+0.004676881063378029j),(-0.03551641637548607-6.514286143575756e-11j),(-0.8564007385523391-0.1861849734948205j),(-0.007155981065618647-0.0008233613366050872j),(0.011323355853434972-6.12865716820132e-11j),(-0.9494972958725497+0.2191115913117146j),(-0.0020099537023566295+0.00034508176910629223j),(0.003972036082874208-5.0520976214041376e-11j)
DS-p,1e-11,51,35.0,35.0,54.7,109.4,0.0,0.7853981633974483,(-0.011222185235731562+1.5788316377227956e-07j),(0.02018018371339227-6.247680890754251e-11j),(-0.8996104949924035+3.29629035644128e-05j),(0.017068631966765266+0.004655238312266041j),(-0.03541155193157767-6.462609649390601e-11j),(-0.8568879350159853-0.1859846470395204j),(-0.007131410101311296-0.0008190795791285366j),(0.01129493804987109-6.02054423099133e-11j),(-0.9496786699132063+0.21873822836767048j),(-0.0020028372143767563+0.00034321891642060884j),(0.003958155283761436-4.98060472729461e-11j)
