form,rtol,N,a1,a2,omega1,omega2,phi1,phi2,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,51,35.0,35.0,4.1,8.2,0.0,0.7853981633974483,(-0.14870405771174552+0.0011199613960283597j),(0.01671675952326194-4.5962266611139194e-11j),(-0.012946803817647134+0.0006427332410736133j),(0.014734023565947267+0.03718425166343588j),(-0.04322017620602663-2.1595071033776155e-10j),(-0.18950120492552924-0.1149650099353922j),(-0.011330244815717328-0.048675555707240706j),(-0.003997564879104093-1.825178120971606e-10j),(-0.35663640816171227-0.03273444248940424j),(-0.06191203093208752+0.028078969406938718j),(0.04331917985996225-3.9334962810447967e-11j)
DS-p,1e-11,51,35.0,35.0,4.2,8.4,0.0,0.7853981633974483,(-0.14327556060526714+0.0007700240747348612j),(0.03348116331910002-3.826801017415634e-11j),(-0.06710652475121721+0.0017861082744540467j),(0.021674301035281947+0.04618963086691585j),(-0.05957122776514445-2.364654550745124e-10j),(-0.20446747455812625-0.1308779973261337j),(-0.007623623933443293-0.04648316360634089j),(0.0011782437975174206-2.01242549805573e-10j),(-0.36970004302444165-0.06168258597191957j),(-0.05676736662975793+0.027806070667999738j),(0.03928729632838995-4.037041141696645e-11j)
DS-p,1e-11,51,35.0,35.0,4.3,8.6,0.0,0.7853981633974483,(-0.13390117554991904+0.000404211574344859j),(0.046192259052137336-3.672138448079828e-11j),(-0.11869684350017873+0.0026566004683731886j),(0.027569373405447253+0.04992278295642016j),(-0.06880780212925015-2.2272354134759466e-10j),(-0.2207830889781593-0.13589299187699241j),(-0.0031475082484217626-0.04389497532881835j),(0.0029827229927513366-1.8285426158216648e-10j),(-0.37645408274279113-0.0907911493893008j),(-0.05209250794386597+0.027868263751068077j),(0.034712745506361366-4.1512164773067636e-11j)
DS-p,1e-11,51,35.0,35.0,4.4,8.8,0.0,0.7853981633974483,(-0.12134519937790371+4.743775419108433e-05j),(0.05382391658895212-3.7620640464488264e-11j),(-0.1659602316750284+0.0031635490186870834j),(0.03138271523843257+0.0493727148761603j),(-0.07111751755563586-2.111851229098673e-10j),(-0.23528383841631212-0.1306048284934822j),(0.0017463320505666485-0.04104130462810136j),(0.002415942335044427-1.6797826782724667e-10j),(-0.3773978209290853-0.11909906519728787j),(-0.04783650916097752+0.028242011398919187j),(0.0297995093559038-4.330795454494967e-11j)
DS-p,1e-11,51,35.0,35.0,4.5,9.0,0.0,0.7853981633974483,(-0.10643893082737314-0.0002782422361496353j),(0.05620608006910466-3.829107812289632e-11j),(-0.2073686457308572+0.0032992287363588627j),(0.03275438588043847+0.0460378776604674j),(-0.0674830429319224-1.947442470071738e-10j),(-0.2454224671541408-0.11658719446086971j),(0.00670994927646315-0.03803523148076483j),(0.0005841897364293246-1.528630217313768e-10j),(-0.373141823238116-0.14574792917477564j),(-0.04395180263985932+0.0289103913762335j),(0.02471700373086331-4.3385471796224097e-11j)
DS-p,1e-11,51,35.0,35.0,4.6,9.2,0.0,0.7853981633974483,(-0.09002992963209513-0.0005569714347721324j),(0.05386342871018273-3.8367475280827594e-11j),(-0.241781465648949+0.003112941801261675j),(0.03195557778748424+0.04145779363804199j),(-0.05932266285413881-1.773457584254777e-10j),(-0.24952301654289755-0.09607819834329326j),(0.011439542715193434-0.034966568696058846j),(-0.0015697881961335468-1.4022468301138625e-10j),(-0.36438689041709516-0.1700214269577518j),(-0.04041026920871978+0.029849155509973507j),(0.019615474055292025-4.225822521292428e-11j)
DS-p,1e-11,51,35.0,35.0,4.7,9.4,0.0,0.7853981633974483,(-0.07291563320480347-0.0007803560205832782j),(0.04778300955291945-3.956903695831268e-11j),(-0.26852876939037246+0.0026831701892803053j),(0.02967929455913919+0.036876223157852404j),(-0.04817341598540302-1.7140475711090796e-10j),(-0.24685340267343706-0.07160207035297657j),(0.015702352747285323-0.03189945500935634j),(-0.003408064854136058-1.3653699343353287e-10j),(-0.3518903668507036-0.19138054239464103j),(-0.0372035614131611+0.03101905190215119j),(0.014631095627296715-4.1743932672236725e-11j)
DS-p,1e-11,51,35.0,35.0,4.8,9.6,0.0,0.7853981633974483,(-0.05578765084767675-0.00094682381888189j),(0.039167753449715535-3.9817105539518487e-11j),(-0.28740714985664534+0.002094399572733299j),(0.026779005885530272+0.03308073935584029j),(-0.035458557014802626-1.6274793383654608e-10j),(-0.23753417308942304-0.04561689520654481j),(0.01934648037491528-0.028874415364295296j),(-0.004621272482778253-1.327860972343627e-10j),(-0.33642267902785356-0.2094795650075714j),(-0.03433450338797495+0.03236622055841662j),(0.009883696423331428-4.079874901780153e-11j)
DS-p,1e-11,51,35.0,35.0,4.9,9.8,0.0,0.7853981633974483,(-0.03920009468992025-0.0010598467203862844j),(0.029226463081607923-3.979921080528713e-11j),(-0.2986087794415725+0.0014218944066961736j),(0.024044579618952542+0.030398495604416726j),(-0.02235354731115215-1.612358209815952e-10j),(-0.22234159040954946-0.020253686382650928j),(0.022295991081200894-0.025913606684989213j),(-0.005172101932535693-1.3451866123532742e-10j),(-0.3187236757348528-0.22415823993660072j),(-0.0318068125439538+0.03382838068446683j),(0.005471827270577038-4.0654925034022814e-11j)
DS-p,1e-11,51,35.0,35.0,5.0,10.0,0.0,0.7853981633974483,(-0.02356279996748422-0.001125879759265038j),(0.019027655295933286-3.97128874228661e-11j),(-0.30261775256204493+0.0007244720684301618j),(0.022060648940435423+0.028791847645783603j),(-0.009738482635479334-1.6188121735296754e-10j),(-0.20247288203797037+0.0028297517686897366j),(0.02453691403978512-0.02302719161286367j),(-0.0052026011507739015-1.3828127046355233e-10j),(-0.29946766674296244-0.2354146359380381j),(-0.02961774733983051+0.03534296357656279j),(0.0014689343060912095-4.052747938184005e-11j)
DS-p,1e-11,51,35.0,35.0,5.1,10.2,0.0,0.7853981633974483,(-0.00915286975337519-0.0011526008898144193j),(0.009420438360229133-3.843722820629447e-11j),(-0.3001038544772+4.333399513576515e-05j),(0.02115176289260721+0.02799332177022755j),(0.0017895212753152839-1.6478108146559212e-10j),(-0.17932670457144012+0.0224918946323562j),(0.026099943919432586-0.020219118437302598j),(-0.00494050073756503-1.4353017485082653e-10j),(-0.27924164710235727-0.24336764687573595j),(-0.027755069431933718+0.03685404967679373j),(-0.0020776198333150083-4.059654621285699e-11j)
DS-p,1e-11,51,35.0,35.0,5.2,10.4,0.0,0.7853981633974483,(0.0038639449909824482-0.001147690004028797j),(0.0010100774935899754-3.760227277743928e-11j),(-0.29183217752708634-0.0005955571843767748j),(0.021394363637969295+0.027635056415849756j),(0.011871963535483568-1.813760182949401e-10j),(-0.15432797686819563+0.03807700265976338j),(0.027044018315247727-0.017491386142820774j),(-0.004624824325546822-1.558070697192881e-10j),(-0.2585367312879959-0.24821780460115359j),(-0.026197555082593603+0.03831659402235637j),(-0.005144661269753049-4.231282732067386e-11j)
DS-p,1e-11,51,35.0,35.0,5.3,10.6,0.0,0.7853981633974483,(0.015409023039663045-0.0011181367284923104j),(-0.005829564543455401-3.526822965464243e-11j),(-0.27859550224818863-0.0011776880770886327j),(0.022668153103615075+0.027348767709464077j),(0.02033427144438446-1.9192609326186412e-10j),(-0.12880543223235513+0.04934278564090687j),(0.027442915779325186-0.014846611308276391j),(-0.0044575769702769295-1.6458759943117367e-10j),(-0.23775008030821676-0.250212441850827j),(-0.024917509465305535+0.03969784738876095j),(-0.0077293360831835805-4.2834257265606684e-11j)
DS-p,1e-11,51,35.0,35.0,5.4,10.8,0.0,0.7853981633974483,(0.025468184935049768-0.001069949479182707j),(-0.010923198546284344-3.291337925739318e-11j),(-0.2611687645015351-0.0016961918095385667j),(0.024722625599748346+0.026829376572941977j),(0.02713398913715888-2.0209669736704106e-10j),(-0.10391735016265441+0.056371599039639064j),(0.027375448107607822-0.012289163917283458j),(-0.004579649901115893-1.7073840135651536e-10j),(-0.2171936884843261-0.2496182066126792j),(-0.02388387692855483+0.040976662067888914j),(-0.00984437690861191-4.206343159269522e-11j)
DS-p,1e-11,51,35.0,35.0,5.5,11.0,0.0,0.7853981633974483,(0.03407258644156207-0.001008117526105603j),(-0.014253173866302758-3.171161041743651e-11j),(-0.2402814161660991-0.002148738250889944j),(0.02724196638889046+0.02586580437343195j),(0.03231791050276138-2.2316842014661333e-10j),(-0.08061537850979189+0.059481868472836576j),(0.02691892250045708-0.009825308128508774j),(-0.005065147240998036-1.7353338964105102e-10j),(-0.1971066722475641-0.2467015589243508j),(-0.023065037261864655+0.042141576557300275j),(-0.011513411317093407-4.093540971568173e-11j)
DS-p,1e-11,51,35.0,35.0,5.6,11.2,0.0,0.7853981633974483,(0.04128368783084532-0.000936705071364327j),(-0.015918263875747966-3.191233208672531e-11j),(-0.2166027451332357-0.0025353318168187242j),(0.02989898076493796+0.024346951804765083j),(0.03598956436427363-2.5214822370310225e-10j),(-0.05963555272293768+0.05914889912837885j),(0.026145193036950405-0.0074627715128803085j),(-0.005927617535984468-1.8476218125616e-10j),(-0.1776685051882089-0.24171644318192306j),(-0.02243087205436704+0.043188446996846604j),(-0.012766876829298836-4.0582397150461566e-11j)
DS-p,1e-11,51,35.0,35.0,5.7,11.4,0.0,0.7853981633974483,(0.04718196920931923-0.0008589957404479587j),(-0.016096457817254516-3.25924377815009e-11j),(-0.19073585179273128-0.0028569525685677413j),(0.03239443199010503+0.022251581933264396j),(0.03828602417123519-2.8503657002645634e-10j),(-0.04150709932966659+0.05593893277902462j),(0.02511858579711295-0.005210071291849291j),(-0.007132595333464301-1.9320772974843751e-10j),(-0.1590115293905105-0.23489767604400627j),(-0.021954029679245913+0.04411814709917676j),(-0.01363879125397021-3.8657620369770066e-11j)
DS-p,1e-11,51,35.0,35.0,5.8,11.6,0.0,0.7853981633974483,(0.05185874099853814-0.0007776405989944285j),(-0.015013643755789292-3.2704957569304226e-11j),(-0.16321703719851666-0.003114855532029905j),(0.03448183163860707+0.019629606210644194j),(0.039362099980741874-3.1208925429802754e-10j),(-0.026571779646137415+0.05045711109489674j),(0.0238950907464412-0.0030758144174126176j),(-0.008612336298842919-2.0206790821714004e-10j),(-0.14123182742366447-0.22645846083275353j),(-0.02161050364287439+0.04493462266958631j),(-0.014164401105222256-3.649445306934376e-11j)
DS-p,1e-11,51,35.0,35.0,5.9,11.8,0.0,0.7853981633974483,(0.05541035603387458-0.000694787259655461j),(-0.012918616146084468-3.284504712524841e-11j),(-0.13451836400381487-0.0033103197241237414j),(0.03597969883005711+0.01658037710195706j),(0.039379905079479326-3.45317571464904e-10j),(-0.015008592912028539+0.04330831780488903j),(0.02252235962316943-0.0010680924365870823j),(-0.010280073909929424-2.1374744546930294e-10j),(-0.12439809552261126-0.2165905971830661j),(-0.021379708874585804+0.04564340679382812j),(-0.014378601439644664-3.443768326077149e-11j)
DS-p,1e-11,51,35.0,35.0,6.0,12.0,0.0,0.7853981633974483,(0.0579342150388955-0.0006121829714396455j),(-0.010064053531850144-3.2200864904546974e-11j),(-0.10505193309457621-0.0034446636542344033j),(0.036774100729254626+0.013231709880552502j),(0.038502102979399024-3.814135244374472e-10j),(-0.006860330182769408+0.035069139356751565j),(0.021040183206357203+0.0008059773329301147j),(-0.0120422941810699-2.280074088526713e-10j),(-0.10855852250158811-0.2054662374850007j),(-0.021244239786499662+0.046250590549571265j),(-0.014314965497082145-3.2125035153079175e-11j)
DS-p,1e-11,51,35.0,35.0,6.1,12.2,0.0,0.7853981633974483,(0.05952607811257152-0.0005312522199320932j),(-0.006692741040733898-2.9412751039638214e-11j),(-0.07517496532259732-0.0035193877978467033j),(0.0368143593617874+0.009721789810653293j),(0.03688755816468177-4.2357051679526734e-10j),(-0.0020597204514893252+0.02626899025600864j),(0.01948122664761218+0.0025405569801654317j),(-0.013808368557583366-2.4515227536516093e-10j),(-0.09374588917823-0.19324034690480044j),(-0.021189462175812742+0.04676218312707319j),(-0.014005217300514397-2.926980335539312e-11j)
DS-p,1e-11,51,35.0,35.0,6.2,12.4,0.0,0.7853981633974483,(0.060278312699681355-0.0004531532455193644j),(-0.0030281840972486863-2.4044776872882276e-11j),(-0.04519513482897539-0.003536348863729654j),(0.0361044931557647+0.006184951490885453j),(0.034688502587846025-4.962461993162847e-10j),(-0.0004538034204040477+0.017378531334969593j),(0.017871878304565533+0.004131256502379451j),(-0.015497438468100465-2.8106875728441067e-10j),(-0.0799811991188083-0.18005329997184188j),(-0.021203049312714023+0.047183773620032926j),(-0.013479001140549094-2.77416568298085e-11j)
DS-p,1e-11,51,35.0,35.0,6.3,12.6,0.0,0.7853981633974483,(0.060278805866325835-0.0003788185227940462j),(0.0007312358700944395-1.715799610873551e-11j),(-0.015375824771800065-0.0034979090097935293j),(0.034692476464761736+0.0027415197086183693j),(0.03204863983221051-6.048087507188886e-10j),(-0.0018257827324635832+0.008803715521715282j),(0.01623312068180703+0.005575192860670625j),(-0.01704277365534526-3.124568079216722e-10j),(-0.06727617348516043-0.16603327132517717j),(-0.021274533244068642+0.04752040618035584j),(-0.012763833405744385-2.5665560751419973e-11j)
DS-p,1e-11,51,35.0,35.0,6.4,12.8,0.0,0.7853981633974483,(0.05961034315617899-0.0003089842086569226j),(0.004415341777029463-1.8057327473330345e-11j),(0.014058884648841995-0.0034070315356825643j),(0.032658882104426475-0.0005085911733186476j),(0.029101833219166165-6.49153438034955e-10j),(-0.005914033100407951+0.0008840441854895488j),(0.014581368031090778+0.006870968480145019j),(-0.01839399288288243-3.352005941728395e-10j),(-0.055634918876661485-0.15129824651034743j),(-0.02139491081270714+0.04777659198315521j),(-0.011885154494709409-2.3417765530037843e-11j)
DS-p,1e-11,51,35.0,35.0,6.5,13.0,0.0,0.7853981633974483,(0.058350312045979666-0.0002442122486822215j),(0.007883155059961948-2.4235958540726097e-11j),(0.04291960092948546-0.0032673146038578686j),(0.030105992937990957-0.0034890850917141266j),(0.025971175388827983-5.802892349002094e-10j),(-0.012428210845982677-0.006106133949873887j),(0.012929238980138539+0.008018595206924302j),(-0.019517594944983382-3.4614288879758333e-10j),(-0.04505502997538343-0.13595759442063732j),(-0.02155632140970798+0.04795639732417044j),(-0.010866426465431754-2.1400262965981055e-11j)
DS-p,1e-11,51,35.0,35.0,6.6,13.2,0.0,0.7853981633974483,(0.05657062780938881-0.0001849081971769431j),(0.011022373000213276-2.7059224076339842e-11j),(0.07104742654947313-0.0030829666576005677j),(0.027148066677469267-0.0061479676324060276j),(0.022768331513767698-5.318297716566448e-10j),(-0.021062592267073955-0.01195421979087138j),(0.011286248357075814+0.00901938469500956j),(-0.02039623971422631-3.58800859766625e-10j),(-0.03552833424723243-0.1201132180373642j),(-0.021751798284644658+0.04806356389122331j),(-0.009729243902350929-2.0079440089830257e-11j)
DS-p,1e-11,51,35.0,35.0,6.7,13.4,0.0,0.7853981633974483,(0.05433780820064695-0.00013133678771600927j),(0.013747793587247408-2.7330275711369942e-11j),(0.0983102042374229-0.002858734254022625j),(0.023903120827341088-0.00845637111532642j),(0.01959310359561367-5.12012654118381e-10j),(-0.03150686558205279-0.016504592826538003j),(0.009659412354133687+0.009875820861599082j),(-0.021027174017664303-3.743473053970047e-10j),(-0.02704143181021628-0.10386034003978661j),(-0.021975086478326272+0.04810163143678031j),(-0.00849344097825596-1.922994590652934e-11j)
