form,rtol,N,a1,a2,omega1,omega multiplier,phi1,phi offset,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,51,35.0,35.0,8.4,2.0,1.5707963267948966,0.7853981633974483,(-9.613077504481616e-05-0.00039688223921349183j),(0.00030952569015221625-4.8516842700343306e-11j),(-0.18240065035696998-0.327443894297057j),(0.007450015554895436+0.02853594905085317j),(-0.005319002067253635-1.842355729255713e-10j),(-0.1706084593411063+0.21377228227726144j),(0.018107289544278673+0.027061959487230097j),(0.02023394533438071-1.9762411450986684e-10j),(-0.014458968728311667+0.17119312650672286j),(0.026411269698235314-0.04168107195887816j),(-0.01560302396652161-1.964916117643757e-11j)
DS-p,1e-11,51,35.0,35.0,8.5,2.0,1.5707963267948966,0.7853981633974483,(-0.00018127856281410692-0.00041873789461930287j),(0.00030733734826870156-4.634180906854113e-11j),(-0.20220728039750194-0.32276204416357857j),(0.010099900176106688+0.027357787813629478j),(-0.00940952605832465-1.6902557862355364e-10j),(-0.1876023683969855+0.2153070748932559j),(0.01718562005115969+0.02895908507845294j),(0.025484701032431684-1.7871574237758858e-10j),(-0.01893926478970046+0.18459624893973914j),(0.02656944446979974-0.04110396452737876j),(-0.01675815215715486-2.1492343595439492e-11j)
DS-p,1e-11,51,35.0,35.0,8.6,2.0,1.5707963267948966,0.7853981633974483,(-0.0002592670744258199-0.0004356648771921049j),(0.000303999999796448-4.6756548661331985e-11j),(-0.22105636068168744-0.31637686670808385j),(0.012538297167862504+0.025967400941241406j),(-0.01332514463390605-1.6373704625847906e-10j),(-0.20437191716922298+0.21561093587611133j),(0.016208247706539607+0.0307400355946031j),(0.03051856394764315-1.6882626239967834e-10j),(-0.023779141943695885+0.19764291143378981j),(0.026709497369549234-0.040522381412744904j),(-0.01786999273851138-2.4458371863469474e-11j)
DS-p,1e-11,51,35.0,35.0,8.7,2.0,1.5707963267948966,0.7853981633974483,(-0.00032999208191355-0.00044795983439152007j),(0.00029965156944486936-4.7023079049445855e-11j),(-0.23882740433886332-0.3084547106710221j),(0.014756287316657743+0.024397599048888476j),(-0.017039575321281007-1.5966371411894134e-10j),(-0.22080530518607755+0.21475179304874722j),(0.015183297646376891+0.03240587543914539j),(0.03530871488088118-1.6124411665528452e-10j),(-0.028950139933278912+0.21033175433666396j),(0.026831860066191687-0.03993739647843107j),(-0.018938159268055258-2.7477385157832505e-11j)
DS-p,1e-11,51,35.0,35.0,8.8,2.0,1.5707963267948966,0.7853981633974483,(-0.00039346930094880144-0.00045594790618668396j),(0.0002944246421392352-4.6242196168888155e-11j),(-0.2554236463873533-0.2991630847268534j),(0.016748958602184744+0.022679691511637297j),(-0.020532091493054294-1.4918067102583526e-10j),(-0.23680401675932014+0.2128052610223905j),(0.014118491364118664+0.03395819680366425j),(0.0398341385148348-1.492924398611253e-10j),(-0.03442529970355179+0.22266269149161885j),(0.02693700993588073-0.03934998453334366j),(-0.01996250483425658-2.93493326499929e-11j)
DS-p,1e-11,51,35.0,35.0,8.9,2.0,1.5707963267948966,0.7853981633974483,(-0.0004498140391968321-0.0004599721896881368j),(0.00028844525431807866-4.56982266890109e-11j),(-0.27077028784859625-0.2886681950790852j),(0.018514888873989988+0.02084319961773458j),(-0.023787077260335906-1.3997439784339204e-10j),(-0.2522825970955289+0.20985252984071198j),(0.013021121600391266+0.03539906001579812j),(0.04407914851812987-1.396015249381258e-10j),(-0.04017913399265754+0.23463674152724473j),(0.027025459914087325-0.03876103758667927j),(-0.020943091942746832-3.053139457364288e-11j)
DS-p,1e-11,51,35.0,35.0,9.0,2.0,1.5707963267948966,0.7853981633974483,(-0.000499222768450494-0.00046038487319247605j),(0.00028183195271779844-4.5762063934729893e-11j),(-0.28481265063132416-0.27713289278312364j),(0.0200556512516697+0.01891565417249068j),(-0.02679355511204697-1.3535780645421852e-10j),(-0.26716823473639645+0.20597848912423844j),(0.011898034659611024+0.036730934842860635j),(0.04803288850004869-1.3346449476407696e-10j),(-0.04618758830340778+0.2462558787218039j),(0.027097750138975835-0.038171377712766276j),(-0.021880165625158314-3.1968644063745504e-11j)
DS-p,1e-11,51,35.0,35.0,9.1,2.0,1.5707963267948966,0.7853981633974483,(-0.0005419564434440858-0.000457539764098602j),(0.0002746951918125761-4.4939276088633486e-11j),(-0.2975142948142003-0.2647149971382256j),(0.021375348852134466+0.0169224657285691j),(-0.029544702855496097-1.2866829982244571e-10j),(-0.28140019337082944+0.20127008364551083j),(0.01075561957617728+0.03795664354636167j),(0.051688824746768544-1.2692926495093837e-10j),(-0.05242799449712827+0.2575229013881354j),(0.027154441114495956-0.037581767151122804j),(-0.022774129321995757-3.210468204866298e-11j)
DS-p,1e-11,51,35.0,35.0,9.2,2.0,1.5707963267948966,0.7853981633974483,(-0.0005783257421861893-0.0004517860961543395j),(0.00026713696744600613-4.5314398750255105e-11j),(-0.3088551412329555-0.2515659602206272j),(0.022480183244518642+0.014886856203733078j),(-0.03203737272646277-1.2555687976628414e-10j),(-0.29492913058550035+0.19581489167820965j),(0.009599803360443505+0.03907930628090971j),(0.05504424372521475-1.2276305174975072e-10j),(-0.058879019186799324+0.26844131598698073j),(0.027196107926139364-0.0369929161183929j),(-0.023625523277091262-3.286191506115809e-11j)
DS-p,1e-11,51,35.0,35.0,9.3,2.0,1.5707963267948966,0.7853981633974483,(-0.0006086778781955052-0.00044346389487680645j),(0.00025925062985616336-4.562835761632391e-11j),(-0.31882963311045615-0.2378298369031279j),(0.023378059388199982+0.012829841232589786j),(-0.03427162324210908-1.2390684641331195e-10j),(-0.3077163369359907+0.18969991396567412j),(0.008436052040387842+0.0401022892142185j),(0.058099764304720414-1.205008284150507e-10j),(-0.06552060841420337+0.27901523504891607j),(0.027223335560015747-0.03640548860996969j),(-0.024435005118650738-3.3514792354090626e-11j)
DS-p,1e-11,51,35.0,35.0,9.4,2.0,1.5707963267948966,0.7853981633974483,(-0.0006333854187100221-0.00043289986583057845j),(0.00025112095955232065-4.5742867678254404e-11j),(-0.3274449640083644-0.22364252518264696j),(0.024078228239090994+0.01077025419032762j),(-0.03625027148398762-1.210359272776648e-10j),(-0.3197329236440654+0.18301055917622108j),(0.007269376395286759+0.041029155863221006j),(0.06085887230690979-1.1683963781224186e-10j),(-0.07233393023261585+0.28924928758050544j),(0.02723671470443801-0.035820106799044085j),(-0.025203332451405394-3.3446611306992045e-11j)
DS-p,1e-11,51,35.0,35.0,9.5,2.0,1.5707963267948966,0.7853981633974483,(-0.0006528365031372408-0.00042040471979100467j),(0.00024282429793745486-4.643515058592929e-11j),(-0.33471939171620974-0.20913124265046834j),(0.02459096710072491+0.008724803193747766j),(-0.037978471456283976-1.2003997005120308e-10j),(-0.33095898310816807+0.17582980986855595j),(0.006104341913565249+0.041863621923090885j),(0.06332748287215832-1.1425186990747688e-10j),(-0.07930131621621195+0.29914854027098847j),(0.02723683831493972-0.03523735416500596j),(-0.02593134719676212-3.341461545880591e-11j)
DS-p,1e-11,51,35.0,35.0,9.6,2.0,1.5707963267948966,0.7853981633974483,(-0.0006674267062753284-0.0004062710183812619j),(0.0002344288244530727-4.657995908744657e-11j),(-0.3406806529667695-0.1944142068201605j),(0.024927296986266546+0.006708153703112301j),(-0.039463322297508506-1.1915702015462714e-10j),(-0.3413827423389065+0.1682375524414836j),(0.004945082260264622+0.042609513654282664j),(0.0655135343531531-1.1202446770979693e-10j),(-0.0864062029458739+0.3087184283420857j),(0.02722429860810066-0.03465777784071429j),(-0.026619961528975736-3.3429415668307e-11j)
DS-p,1e-11,51,35.0,35.0,9.7,2.0,1.5707963267948966,0.7853981633974483,(-0.0006775521826958883-0.000390771781899376j),(0.00022599493377414978-4.613206734865585e-11j),(-0.3453644883527658-0.17960048895442288j),(0.02509873537076416+0.004733030280053604j),(-0.040713508844248555-1.168678907310524e-10j),(-0.35099972548336533+0.16031005407813265j),(0.0037953155720852473+0.04327073009572037j),(0.06742661574117483-1.0838378080803097e-10j),(-0.09363307415680473+0.31796469463000393j),(0.027199684423692194-0.034081890171399794j),(-0.027270145269184726-3.327899240682476e-11j)
DS-p,1e-11,51,35.0,35.0,9.8,2.0,1.5707963267948966,0.7853981633974483,(-0.0006836040585513205-0.000374159727644842j),(0.0002175756727561285-4.619708481552904e-11j),(-0.34881328311671966-0.16479001352135786j),(0.025117082490856923+0.002810331904323751j),(-0.04173897543237668-1.1714111312826597e-10j),(-0.3598119386501675+0.15211957014088742j),(0.0026583629211423595+0.043851209001340534j),(0.06907762874894965-1.0713301887191241e-10j),(-0.10096740413236815+0.32689333627514333j),(0.02716357894783561-0.03351016990529061j),(-0.027882914607028658-3.347469723426437e-11j)
DS-p,1e-11,51,35.0,35.0,9.9,2.0,1.5707963267948966,0.7853981633974483,(-0.0006859639179298408-0.00035666694233618023j),(0.00020921720855081172-4.589392086005517e-11j),(-0.35107482580037175-0.15007367787295406j),(0.024994238750973775+0.0009492561010007402j),(-0.04255063308497659-1.1628386215481623e-10j),(-0.3678270869465183+0.14373406583843765j),(0.0015371685171095102+0.04435489647247487j),(0.07047848447104571-1.0516092086497027e-10j),(-0.10839560281232688+0.3355105576488721j),(0.02711655766875708-0.032943063114075584j),(-0.02845932197684098-3.362340553199496e-11j)
DS-p,1e-11,51,35.0,35.0,10.0,2.0,1.5707963267948966,0.7853981633974483,(-0.0006850003383213661-0.0003385049434185969j),(0.00020095929445610266-4.654078493597173e-11j),(-0.35220118434433545-0.13553356919040896j),(0.024742050828316174-0.0008425719404784403j),(-0.04316009935371796-1.1846303490391408e-10j),(-0.375057831233341+0.13521703696577692j),(0.000434320981349599+0.04478572020028109j),(0.07164183387948848-1.0468213249066113e-10j),(-0.11590496285108075+0.34382272893694543j),(0.027059186700672477-0.03238098382514919j),(-0.029000447047354-3.441401152829273e-11j)
DS-p,1e-11,51,35.0,35.0,10.1,2.0,1.5707963267948966,0.7853981633974483,(-0.0006810660812186576-0.0003198651695013627j),(0.00019283583313014515-4.551625656047681e-11j),(-0.3522476971451443-0.12124325862914559j),(0.02437218381957976-0.002558968703988958j),(-0.043579469825495126-1.1569363093678598e-10j),(-0.38152108984984884+0.12662741540115005j),(-0.0006479245395359313+0.04514756615103458j),(0.07258083057311457-1.0143982098022404e-10j),(-0.12348360894420365+0.3518363496712377j),(0.026992021193296266-0.03182431470972419j),(-0.029507388692075767-3.3821202925269404e-11j)
DS-p,1e-11,51,35.0,35.0,10.2,2.0,1.5707963267948966,0.7853981633974483,(-0.0006744962477866433-0.0003009194410238934j),(0.0001848753291151541-4.659913931635878e-11j),(-0.35127207427325724-0.10726815464198164j),(0.023896016853656152-0.004195062318754505j),(-0.04382111904931601-1.189063530214148e-10j),(-0.38723738886656484+0.11801954620719339j),(-0.0017076241641922982+0.04544425852013245j),(0.07330892448006682-1.0238848020738901e-10j),(-0.13112044938148548+0.3595580165725161j),(0.026915604014624908-0.03127340760255903j),(-0.029981257882769424-3.4799157315789476e-11j)
DS-p,1e-11,51,35.0,35.0,10.3,2.0,1.5707963267948966,0.7853981633974483,(-0.000665606788381343-0.0002818210674482226j),(0.00017710142483739534-4.558231236866199e-11j),(-0.34933360374307754-0.09366589998473072j),(0.023324559578145127-0.005747165933401568j),(-0.04389752956348618-1.1616720261311766e-10j),(-0.39223026228826197+0.10944322444777745j),(-0.0027431227151011647+0.04567954271408396j),(0.0738396839531898-9.945908241101652e-11j),(-0.13880513015633447+0.36699439505552434j),(0.026830464694587806-0.030728584190965996j),(-0.030423171373577376-3.440384435830872e-11j)
DS-p,1e-11,51,35.0,35.0,10.4,2.0,1.5707963267948966,0.7853981633974483,(-0.0006546938801154457-0.00026270554027462524j),(0.00016953334087307136-4.6086798350840307e-11j),(-0.3464924563116475-0.0804867992825927j),(0.022668387043485783-0.007212655061860992j),(-0.04382114642238874-1.190545686669736e-10j),(-0.3965257031849338+0.10094378074641032j),(-0.003753031863532261+0.04585707116751775j),(0.07418664438447167-9.940760673730277e-11j),(-0.14652799125779212+0.3741521941814959j),(0.026737118393997984-0.03019013666697524j),(-0.03083424618182322-3.448721083300001e-11j)
DS-p,1e-11,51,35.0,35.0,10.5,2.0,1.5707963267948966,0.7853981633974483,(-0.0006420332826310597-0.00024369181772828977j),(0.00016218638699376172-4.584128883430695e-11j),(-0.342809082004696-0.06777426553755683j),(0.021937590802117147-0.008589851168771263j),(-0.04360425509386611-1.1953602695098696e-10j),(-0.40015166497835974+0.09256220627175836j),(-0.004736208384936601+0.04598039173786056j),(0.07436318098457682-9.838088215444098e-11j),(-0.1542800255728675+0.38103814430234545j),(0.026636065127277394-0.02965832849602107j),(-0.03121559472996125-3.507308423998981e-11j)
DS-p,1e-11,51,35.0,35.0,10.6,2.0,1.5707963267948966,0.7853981633974483,(-0.000627880506349469-0.00022488334284843114j),(0.00015507233455440005-4.549869737444658e-11j),(-0.33834369105922807-0.055565276480106j),(0.021141743862588755-0.00987791137648725j),(-0.04325888069555304-1.1994417145637554e-10j),(-0.40313761179306845+0.08433530838837369j),(-0.005691733365793604+0.04605293846478433j),(0.0743824033116445-9.778405342151125e-11j),(-0.16205283994044806+0.387658977538661j),(0.02652778924146517-0.029133395264918215j),(-0.031568320592957895-3.54511018626778e-11j)
DS-p,1e-11,51,35.0,35.0,10.7,2.0,1.5707963267948966,0.7853981633974483,(-0.0006124709344301194-0.000206369161650494j),(0.0001481998706890376-4.477323490309537e-11j),(-0.3331558123091671-0.04389083258275242j),(0.02028987770715161-0.01107672543626239j),(-0.04279670609193196-1.1911659873865139e-10j),(-0.40551411583794594+0.07629588981481478j),(-0.006618892157022179+0.04607802443077616j),(0.07425706940148327-9.571308267929091e-11j),(-0.16983861849000584+0.39402141024338466j),(0.026412758725644046-0.02861554558382511j),(-0.031893514886778246-3.5627109572800934e-11j)
DS-p,1e-11,51,35.0,35.0,10.8,2.0,1.5707963267948966,0.7853981633974483,(-0.0005960204192021405-0.0001882251892692859j),(0.00014157493606898063-4.451819789705621e-11j),(-0.3273039215685288-0.03277641059602311j),(0.019390469369799525-0.01218681990115992j),(-0.04222900691326102-1.1933170288190389e-10j),(-0.4073124995270379+0.06847294476222072j),(-0.00751715523982327+0.046058836510546174j),(0.07399951730855113-9.48164093046363e-11j),(-0.17763008816332426+0.40013212766950423j),(0.026291425063976713-0.02810496211566428j),(-0.03219225308565172-3.553205628229041e-11j)
DS-p,1e-11,51,35.0,35.0,10.9,2.0,1.5707963267948966,0.7853981633974483,(-0.0005787258627544053-0.00017051526368735002j),(0.00013520108470712626-4.4491454647344056e-11j),(-0.3208451334822107-0.02224240733339809j),(0.018451437170390002-0.013209269881848043j),(-0.04156660140133697-1.2098892676376112e-10j),(-0.4085645197839555+0.06089186668060328j),(-0.0083861601399261+0.04599843177758295j),(0.07362161197007988-9.483053066826448e-11j),(-0.18542048624928117+0.40599777029286316j),(0.026164222851539957-0.027601802685514883j),(-0.03246559233847738-3.614527681392704e-11j)
DS-p,1e-11,51,35.0,35.0,11.0,2.0,1.5707963267948966,0.7853981633974483,(-0.0005607660150979369-0.0001532922623968351j),(0.00012907981070841196-4.3606872675107505e-11j),(-0.3138349496655514-0.012304569922672568j),(0.017480143427694564-0.014145618088567095j),(-0.040819813194833784-1.2078710428018506e-10j),(-0.4093020915629623+0.053574662905238477j),(-0.009225694351491075+0.04589973540843696j),(0.07313470550566463-9.362295933316903e-11j),(-0.1932035298618022+0.41162492178420174j),(0.026031569720236226-0.027106201338627525j),(-0.03271456925335005-3.654428562420006e-11j)
DS-p,1e-11,51,35.0,35.0,11.1,2.0,1.5707963267948966,0.7853981633974483,(-0.0005423024050419488-0.00013659915192488814j),(0.0001232108088836001-4.318785979790764e-11j),(-0.3063270575138749-0.002974409244697751j),(0.01648340303111261-0.014997801098688765j),(-0.03999844539460843-1.2078148534401324e-10j),(-0.4095570477741623+0.04654017244143105j),(-0.010035679399193207+0.04576553981233375j),(0.07254960914799055-9.222849586319584e-11j),(-0.20097338724740263+0.41702009842561544j),(0.025893866322350655-0.026618269554790096j),(-0.03294019798298163-3.6057387907962425e-11j)
DS-p,1e-11,51,35.0,35.0,11.2,2.0,1.5707963267948966,0.7853981633974483,(-0.0005234802855443152-0.00012047003066430697j),(0.00011759225494352759-4.236896916656707e-11j),(-0.2983731733557451+0.005740405459749458j),(0.015467496592962676-0.015768082680325105j),(-0.039111764283911866-1.2073526756690232e-10j),(-0.40936093266936385+0.0398042836172417j),(-0.010816155955571805+0.04559850488381571j),(0.07187657516998439-9.137716906022808e-11j),(-0.20872465080680397+0.42218973979266017j),(0.025751496350024092-0.02613809746592307j),(-0.033143468718828895-3.6094189849366465e-11j)
DS-p,1e-11,51,35.0,35.0,11.3,2.0,1.5707963267948966,0.7853981633974483,(-0.0005044295803096498-0.00010493100958809971j),(0.00011222103294222379-4.22848388976367e-11j),(-0.2900229245905928+0.01383567236043443j),(0.014438187348326388-0.016458993675474844j),(-0.03816849120486829-1.2325291530822264e-10j),(-0.4087448255687499+0.03338014899262859j),(-0.011567270013659906+0.04540115917465718j),(0.0711252872674831-9.192364848976731e-11j),(-0.21645231177652907+0.42714020051700796j),(0.02560482672627872-0.02566575507971889j),(-0.033325346417287-3.64648692731309e-11j)
DS-p,1e-11,51,35.0,35.0,11.4,2.0,1.5707963267948966,0.7853981633974483,(-0.0004852659286242214-9.000120554928775e-05j),(0.00010709294964172985-4.16499980134851e-11j),(-0.2813237661283411+0.02131030418908769j),(0.013400740790037703-0.017073278263960805j),(-0.03717680132329091-1.2408649976994634e-10j),(-0.40773919249615015+0.02727839553792249j),(-0.01228926012285407+0.04517590185983796j),(0.07030485826468012-9.172323467600939e-11j),(-0.22415173637588873+0.43187774325201095j),(0.025454207772712602-0.025201293489544987j),(-0.03348676989839685-3.681630865929817e-11j)
DS-p,1e-11,51,35.0,35.0,11.5,2.0,1.5707963267948966,0.7853981633974483,(-0.00046609172319268404-7.569345269927102e-05j),(0.00010220290231182749-4.088266486592226e-11j),(-0.2723209260620182+0.028165997335808175j),(0.012359946413856671-0.017613846005939255j),(-0.03614432817693207-1.245060328226012e-10j),(-0.40637376255362373+0.021507328351173215j),(-0.012982445670776692+0.04492500531738691j),(0.06942383369851417-9.1209672301662e-11j),(-0.23181864338137195+0.4364085324061394j),(0.025299973511990155-0.024744746137787772j),(-0.033628651074340765-3.714788717469367e-11j)
