form,rtol,N,a,omega,phi,onsite,O-3,O-2,O-1,O,O+1,O+2,O+3,N1-3,N1-2,N1-1,N1+1,N1+2,N1+3,N2-2,N2-1,N2,N2+1,N2+2,N3-2,N3-1,N3+1,N3+2,N4-1,N4,N4+1,N5-1,N5+1,N6
SS-p,1e-11,51,15,15.8,0,0,(1.556867156783504e-05-2.3821308844641943e-11j),(-0.00115296619349947-2.0683136895520418e-11j),(0.08777288592922594-1.5505924293701174e-11j),(-0.17327053270262094-2.5239851640991665e-11j),(0.08777288592923463-1.5505924293701135e-11j),(-0.0011529661934834342-2.0683136895520088e-11j),(1.5568671566610814e-05-2.3821308844641672e-11j),(-0.9999949950847695-2.4478490366341294e-11j),(-0.9977803109473921-3.251521402169772e-11j),(-0.7717933623964169-2.6291894317690177e-11j),(-0.7717933623964174+2.879538131733742e-11j),(-0.9977803109473771+3.333230727129533e-11j),(-0.9999949950847432+2.596645706021861e-11j),(0.0007464896455931638+4.6968019950634147e-11j),(-0.05664857885296825+1.1053190775800997e-10j),(0.08777288592923577-1.0888755289313149e-11j),(-0.05664857885295912-1.1134650508158206e-10j),(0.0007464896456058038-5.823538489769773e-11j),(0.000302485746971822-2.8002118796319724e-11j),(0.0022196890506427434-3.249455377966783e-11j),(0.002219689050640164+3.3352966753818183e-11j),(0.00030248574698455637+2.628794055358757e-11j),(0.0007464896455954368+8.051667404997415e-11j),(-0.0011529661934861451-7.837400570992669e-12j),(5.0049120032808056e-06+2.604234523823813e-11j),(5.004912004335409e-06-2.4403225323550874e-11j),(0.0022196890506427434-3.249455377966783e-11j),(1.556867156737185e-05-6.432417218975091e-12j)
SS-p,1e-11,51,15,15.9,0,0,(1.5035923196779637e-05-2.3821698475957575e-11j),(-0.0011277593301663204-2.0668146494817724e-11j),(0.087053108714721-1.5580187398979157e-11j),(-0.1718803471378196-2.522903768626928e-11j),(0.08705310871470297-1.5580187398978947e-11j),(-0.0011277593302016888-2.066814649481775e-11j),(1.5035923199284361e-05-2.382169847595804e-11j),(-0.9999951758100251-2.4401643038384405e-11j),(-0.9978316139180848-3.239338697535012e-11j),(-0.7746207213645919-2.6073273161696358e-11j),(-0.7746207213645817+2.856062761018153e-11j),(-0.9978316139180664+3.323998454690311e-11j),(-0.9999951758100172+2.586459478128346e-11j),(0.0007305277142010403+4.7414929223866626e-11j),(-0.05599364859041597+1.1079766725230354e-10j),(0.0870531087147091-1.0994179075706278e-11j),(-0.05599364859042672-1.1193168761687806e-10j),(0.0007305277141737327-5.87464790740894e-11j),(0.00029441940864506893-2.758915855480026e-11j),(0.002168386079975176-3.241653199665801e-11j),(0.0021683860799851453+3.3217179989620677e-11j),(0.00029441940865092297+2.582324123794057e-11j),(0.0007305277141897819+8.096198383018718e-11j),(-0.001127759330188412-7.873409041607604e-12j),(4.82418679201822e-06+2.5815049804772525e-11j),(4.824186784786375e-06-2.4452228578574743e-11j),(0.002168386079975176-3.241653199665801e-11j),(1.5035923196624922e-05-6.501518500136476e-12j)
SS-p,1e-11,51,15,16.0,0,0,(1.4523912956181943e-05-2.3523406134712788e-11j),(-0.001103205908834986-2.0399643339626594e-11j),(0.0863380596128259-1.544108801626471e-11j),(-0.17049835132082075-2.5221157507880928e-11j),(0.08633805961283844-1.5441088016265226e-11j),(-0.001103205908837811-2.0399643339627124e-11j),(1.4523912943218354e-05-2.3523406134713518e-11j),(-0.9999953491097279-2.419618872030554e-11j),(-0.9978814898704075-3.209659181127895e-11j),(-0.7773975728789236-2.5189761304133163e-11j),(-0.7773975728789484+2.767554314250848e-11j),(-0.9978814898704476+3.289678639513176e-11j),(-0.9999953491097578+2.5651610043260653e-11j),(0.0007149647964582369+4.752843867816076e-11j),(-0.05534934649904124+1.0972231340646981e-10j),(0.08633805961283267-1.0880920740364493e-11j),(-0.05534934649903665-1.1049099754682002e-10j),(0.000714964796454991-5.831398376539995e-11j),(0.0002866131334296339-2.641019632154186e-11j),(0.0021185101276933863-3.209956125898313e-11j),(0.0021185101276741253+3.2893290170089706e-11j),(0.0002866131334086572+2.472228873366507e-11j),(0.0007149647964509661+8.052460890772533e-11j),(-0.0011032059088384688-7.715417254401573e-12j),(4.65088716603934e-06+2.564913741507107e-11j),(4.650887184432938e-06-2.419487634240965e-11j),(0.0021185101276933863-3.209956125898313e-11j),(1.4523912941041642e-05-6.3485378874950805e-12j)
SS-p,1e-11,51,15,16.1,0,0,(1.403174353377783e-05-2.339278338256914e-11j),(-0.0010792870203549737-2.0275998566737352e-11j),(0.08562785928287164-1.5464820576727362e-11j),(-0.16912482266202958-2.5074762602727395e-11j),(0.08562785928283356-1.5464820576727446e-11j),(-0.0010792870204146196-2.0275998566737675e-11j),(1.4031743468124075e-05-2.3392783382569676e-11j),(-0.9999955153224535-2.37979227377139e-11j),(-0.9979299841589228-3.1723810292581787e-11j),(-0.7801250496347006-2.4820101021890784e-11j),(-0.7801250496347059+2.737292111814654e-11j),(-0.9979299841589329+3.253486919859887e-11j),(-0.9999955153224794+2.532413752642401e-11j),(0.0006997900583232978+5.001219839076574e-11j),(-0.05471546542201067+1.1259472428130795e-10j),(0.0856278592828545-1.0901398962783108e-11j),(-0.05471546542203823-1.1367164692672772e-10j),(0.0006997900582842859-6.075954765135676e-11j),(0.00027905727926052777-2.4538212922251852e-11j),(0.002070015839203943-3.166210569513702e-11j),(0.002070015839201981+3.259801250282775e-11j),(0.0002790572792475323+2.2870539122398903e-11j),(0.0006997900583107079+8.286457906488109e-11j),(-0.0010792870203838495-7.570552309867051e-12j),(4.484674499711638e-06+2.5398366919077817e-11j),(4.484674505016422e-06-2.3723716628691564e-11j),(0.002070015839203943-3.166210569513702e-11j),(1.4031743499673546e-05-6.153341077103269e-12j)
SS-p,1e-11,51,15,16.2,0,0,(1.355856237141418e-05-2.342361403403231e-11j),(-0.0010559843187659254-2.034298194260213e-11j),(0.08492261743104144-1.5502549013070946e-11j),(-0.16776001558497888-2.510723455198735e-11j),(0.0849226174310388-1.5502549013070658e-11j),(-0.0010559843187732806-2.0342981942601498e-11j),(1.3558562364492416e-05-2.3423614034031455e-11j),(-0.9999956747704528-2.3526684091155918e-11j),(-0.9979771405637508-3.159744674602307e-11j),(-0.7828042553460036-2.449854290034623e-11j),(-0.7828042553459932+2.6943636670386435e-11j),(-0.997977140563723+3.214736602720327e-11j),(-0.9999956747704198+2.5179669483065216e-11j),(0.0006849929596990901+5.057427168811319e-11j),(-0.054091802347626686+1.1335721447089224e-10j),(0.08492261743103639-1.1081927025135018e-11j),(-0.05409180234762744-1.1478916799157895e-10j),(0.0006849929596920441-6.159062137898323e-11j),(0.0002717426038247202-2.3799170226945716e-11j),(0.00202285943445231-3.1627577185890853e-11j),(0.002022859434459734+3.211570127465433e-11j),(0.00027174260383879727+2.1590971627260763e-11j),(0.0006849929596885377+8.327043627374014e-11j),(-0.0010559843187845615-7.965095401744897e-12j),(4.325226633292872e-06+2.512135676739745e-11j),(4.325226626301394e-06-2.3582079686689946e-11j),(0.00202285943445231-3.1627577185890853e-11j),(1.3558562345017045e-05-6.6944185169802e-12j)
SS-p,1e-11,51,15,16.3,0,0,(1.3103553230488911e-05-2.3506505536497933e-11j),(-0.001033280032250118-2.0408461014375553e-11j),(0.08422243341965771-1.558764987807531e-11j),(-0.166404162838429-2.5240971471508614e-11j),(0.08422243341966583-1.5587649878075108e-11j),(-0.0010332800321993848-2.040846101437539e-11j),(1.310355331677281e-05-2.350650553649746e-11j),(-0.9999958277584361-2.3675109292051715e-11j),(-0.9980230013490851-3.165364653416981e-11j),(-0.7854362655366148-2.4191178327222353e-11j),(-0.7854362655365994+2.6729664686601294e-11j),(-0.9980230013490646+3.217213225012805e-11j),(-0.9999958277584199+2.5384588587795095e-11j),(0.0006705632228170166+4.9604857869429044e-11j),(-0.05347815838501758+1.1244289424065789e-10j),(0.08422243341966663-1.1048504126284157e-11j),(-0.053478158385008336-1.1374331672008854e-10j),(0.0006705632228620508-6.048513063150567e-11j),(0.00026466023525009903-2.23784877256888e-11j),(0.001976998649125656-3.164907964583126e-11j),(0.001976998649136124+3.2178477594439827e-11j),(0.00026466023526159504+2.0148660366394313e-11j),(0.0006705632228406019+8.258310481729071e-11j),(-0.0010332800322157658-7.71524307938883e-12j),(4.17223867255523e-06+2.536884942067206e-11j),(4.1722386628174684e-06-2.3695257678763604e-11j),(0.001976998649125656-3.164907964583126e-11j),(1.3103553282915483e-05-6.262403233484508e-12j)
SS-p,1e-11,51,15,16.4,0,0,(1.2665941085452821e-05-2.3557280927137193e-11j),(-0.0010111569117232933-2.0429025753737634e-11j),(0.08352739689921097-1.5618490519268023e-11j),(-0.16505747670646348-2.5269232649911813e-11j),(0.08352739689924125-1.5618490519267655e-11j),(-0.0010111569116959822-2.0429025753736707e-11j),(1.2665941115959777e-05-2.355728092713574e-11j),(-0.9999959745775371-2.3430569655739403e-11j),(-0.9980676073150512-3.1012963425836375e-11j),(-0.788022128264493-2.3210265927000792e-11j),(-0.7880221282644901+2.57579485870892e-11j),(-0.9980676073150327+3.158568680944427e-11j),(-0.9999959745774982+2.5084763374824217e-11j),(0.000656490862526094+4.615881886570403e-11j),(-0.052874338664595844+1.0817607765620092e-10j),(0.08352739689923185-1.1030855486743309e-11j),(-0.052874338664572994-1.0945645163518231e-10j),(0.0006564908625374235-5.702906107577595e-11j),(0.0002578016717433454-2.1224096882264665e-11j),(0.0019323926831896513-3.091060145421669e-11j),(0.0019323926831904769+3.168772574375656e-11j),(0.00025780167175854136+1.924296324377167e-11j),(0.0006564908625283955+7.930689346603789e-11j),(-0.0010111569117037902-7.640889561699263e-12j),(4.025419634754953e-06+2.5328927812899972e-11j),(4.025419635688885e-06-2.3189351718249142e-11j),(0.0019323926831896513-3.091060145421669e-11j),(1.2665941103324549e-05-6.204057549713218e-12j)
SS-p,1e-11,51,15,16.5,0,0,(1.2244986371271465e-05-2.3653429458298904e-11j),(-0.000989598231298954-2.0520520533110923e-11j),(0.08283758836374013-1.5809458998379423e-11j),(-0.16372015017270186-2.532770731183693e-11j),(0.08283758836368423-1.5809458998378664e-11j),(-0.0009895982313689947-2.05205205331102e-11j),(1.2244986309584292e-05-2.3653429458297514e-11j),(-0.9999961155049483-2.280339076873616e-11j),(-0.998110997856347-3.0540993179454007e-11j),(-0.7905628648426669-2.345781170677877e-11j),(-0.79056286484265+2.5977193927894236e-11j),(-0.9981109978563194+3.115285571788467e-11j),(-0.9999961155048991+2.4349408082343668e-11j),(0.0006427661652885606+5.043606256571382e-11j),(-0.05228015229459679+1.1400127654743389e-10j),(0.08283758836371062-1.1330352120738067e-11j),(-0.052280152294633-1.159899176430535e-10j),(0.0006427661652424639-6.1671717269652e-11j),(0.0002511587524282742-1.93308794214249e-11j),(0.0018890021419057158-3.0432696965540087e-11j),(0.001889002141922926+3.1261835061081456e-11j),(0.00025115875243859344+1.7301017472170707e-11j),(0.0006427661652742791+8.353802159432598e-11j),(-0.0009895982313391609-7.967778554969594e-12j),(3.884492265819367e-06+2.457591930615398e-11j),(3.884492250641296e-06-2.2579177548716684e-11j),(0.0018890021419057158-3.0432696965540087e-11j),(1.2244986331473968e-05-6.677524579104451e-12j)
SS-p,1e-11,51,15,16.6,0,0,(1.1839984487666124e-05-2.3705748953287757e-11j),(-0.0009685877808370204-2.0615466432528066e-11j),(0.08215307967701661-1.5851238251514637e-11j),(-0.16239235803054114-2.5332859048091826e-11j),(0.08215307967706308-1.5851238251515322e-11j),(-0.0009685877807765128-2.06154664325295e-11j),(1.183998452218704e-05-2.37057489532893e-11j),(-0.9999962508034277-2.2168393125923636e-11j),(-0.9981532110095447-2.9884920086670473e-11j),(-0.7930594705811687-2.296645385305576e-11j),(-0.7930594705811794+2.5255294641095434e-11j),(-0.998153211009603+3.03816447580705e-11j),(-0.9999962508035093+2.362096967765445e-11j),(0.0006293796752979477+5.0226695383974664e-11j),(-0.05169541231257773+1.1413560164496693e-10j),(0.08215307967703914-1.124218805130774e-11j),(-0.05169541231254453-1.1613416954010452e-10j),(0.0006293796753442053-6.15283805907532e-11j),(0.00024472364433976955-1.8823887241315062e-11j),(0.0018467889887046653-2.996571651304695e-11j),(0.0018467889886898908+3.030195757710356e-11j),(0.00024472364430055526+1.6566254927203896e-11j),(0.0006293796753038742+8.361409188094447e-11j),(-0.0009685877808101703-7.754681529660644e-12j),(3.749193731400653e-06+2.3430010053830875e-11j),(3.749193743577653e-06-2.236198198995745e-11j),(0.0018467889887046653-2.996571651304695e-11j),(1.1839984504547792e-05-6.255968946722772e-12j)
SS-p,1e-11,51,15,16.7,0,0,(1.1450261647402236e-05-2.3779211068336228e-11j),(-0.0009481098390483802-2.0676777997065174e-11j),(0.0814739345947943-1.6015707973886894e-11j),(-0.16107425791831673-2.530369397825188e-11j),(0.0814739345947741-1.6015707973886458e-11j),(-0.0009481098390526142-2.0676777997064725e-11j),(1.1450261662671489e-05-2.3779211068335938e-11j),(-0.9999963807226311-2.3117989300029406e-11j),(-0.9981942834960968-3.097477222223775e-11j),(-0.7955129154537227-2.2451457981143767e-11j),(-0.7955129154537074+2.4812055388810893e-11j),(-0.9981942834960618+3.1603918612342904e-11j),(-0.9999963807225999+2.465486423641152e-11j),(0.0006163222012414439+5.3583087437058974e-11j),(-0.05111993560562747+1.177595446227638e-10j),(0.08147393459478638-1.155899753042614e-11j),(-0.05111993560563853-1.2055593045411364e-10j),(0.0006163222012455165-6.534703890711792e-11j),(0.00023848883543224294-1.92701465449229e-11j),(0.001805716502193149-3.0999248040808854e-11j),(0.0018057165022064042+3.158040932831241e-11j),(0.00023848883544995664+1.707314260370524e-11j),(0.0006163222012495134+8.689299876800376e-11j),(-0.0009481098390486864-8.146187846103524e-12j),(3.6192746090790272e-06+2.457073795913795e-11j),(3.619274597514493e-06-2.320312862402842e-11j),(0.001805716502193149-3.0999248040808854e-11j),(1.1450261653093271e-05-6.802703072005794e-12j)
SS-p,1e-11,51,15,16.8,0,0,(1.1075176105659833e-05-2.3757241487066354e-11j),(-0.0009281491697405299-2.063979870381585e-11j),(0.08080020923540056-1.6060986456365717e-11j),(-0.15976599130747254-2.53317867332544e-11j),(0.0808002092353832-1.6060986456365445e-11j),(-0.0009281491697726942-2.06397987038154e-11j),(1.1075176077077499e-05-2.37572414870662e-11j),(-0.9999965055007489-2.3155032741087375e-11j),(-0.9982342507831813-3.100101736128477e-11j),(-0.7979241447814187-2.2018547889266996e-11j),(-0.7979241447814176+2.442764583641225e-11j),(-0.998234250783163+3.1556663980408594e-11j),(-0.9999965055007227+2.4715813489906464e-11j),(0.0006035847996804244+5.384777127367317e-11j),(-0.05055354286081316+1.1830900363541135e-10j),(0.08080020923539628-1.1472618137312627e-11j),(-0.05055354286082458-1.2099908529301765e-10j),(0.000603584799653568-6.536668896714842e-11j),(0.00023244711392305154-1.721826251271432e-11j),(0.0017657492151584397-3.095956164236466e-11j),(0.001765749215161804+3.1597727340626875e-11j),(0.0002324471139361344+1.5023220798258987e-11j),(0.0006035847996737875+8.725354240496887e-11j),(-0.0009281491697492451-7.834223301840526e-12j),(3.494496577073668e-06+2.4828119393123848e-11j),(3.494496574331504e-06-2.3042226183178165e-11j),(0.0017657492151584397-3.095956164236466e-11j),(1.1075176095007936e-05-6.387542427214642e-12j)
SS-p,1e-11,51,15,16.9,0,0,(1.071411547406161e-05-2.3483171585415673e-11j),(-0.0009086909980981538-2.0411302754420445e-11j),(0.08013195254174148-1.605191558605327e-11j),(-0.1584676844389841-2.517742729356064e-11j),(0.08013195254173437-1.60519155860536e-11j),(-0.0009086909981131457-2.041130275442099e-11j),(1.0714115455344838e-05-2.3483171585416545e-11j),(-0.999996625364947-2.2793941736320793e-11j),(-0.9982731471126727-3.088939713466976e-11j),(-0.8002940799040678-2.2139852974947387e-11j),(-0.8002940799040704+2.45148602435593e-11j),(-0.9982731471126802+3.1441393628738684e-11j),(-0.9999966253649731+2.4372633237909785e-11j),(0.0005911587787539175+6.01672882352964e-11j),(-0.049996058491430476+1.251203002681431e-10j),(0.08013195254173437-1.1579123032030381e-11j),(-0.04999605849143797-1.2824733817022255e-10j),(0.0005911587787413234-7.159513930061889e-11j),(0.00022659156229220168-1.6155922232311627e-11j),(0.0017268528856964498-3.086595281467801e-11j),(0.0017268528856919769+3.146239891144606e-11j),(0.0002265915622819063+1.3903968521312519e-11j),(0.0005911587787435949+9.302034783375688e-11j),(-0.0009086909981141757-7.871124023411598e-12j),(3.374632425528503e-06+2.441153171824745e-11j),(3.3746324308330704e-06-2.2752136118128585e-11j),(0.0017268528856964498-3.086595281467801e-11j),(1.0714115456638908e-05-6.471373254178864e-12j)
SS-p,1e-11,51,15,17.0,0,0,(1.0366494548865144e-05-2.335573047096219e-11j),(-0.0008897210049144269-2.0290291327604127e-11j),(0.07946920670631896-1.599294006846688e-11j),(-0.15717944921296845-2.5176376530628927e-11j),(0.07946920670633756-1.5992940068466753e-11j),(-0.0008897210048966131-2.0290291327604227e-11j),(1.0366494562166706e-05-2.3355730470962634e-11j),(-0.9999967405305387-2.23936159852641e-11j),(-0.9983110055590848-3.031406487613346e-11j),(-0.8026236188286069-2.1517848532947805e-11j),(-0.802623618828594+2.3824609077396117e-11j),(-0.9983110055590728+3.0758031448926964e-11j),(-0.9999967405305583+2.3950210207026987e-11j),(0.0005790356841397035+5.922744789932771e-11j),(-0.04944731057939069+1.2325093701201382e-10j),(0.07946920670633092-1.1453263643132635e-11j),(-0.049447310579374355-1.2612427850066435e-10j),(0.0005790356841475428-7.031530193621097e-11j),(0.0002209155339036764-1.5013886269158567e-11j),(0.0016889944393110171-3.0297462045888054e-11j),(0.0016889944393187301+3.0771829489061693e-11j),(0.00022091553390850174+1.2729854754301815e-11j),(0.0005790356841435008+9.191769063154373e-11j),(-0.0008897210048987346-7.671663883710475e-12j),(3.259466897728193e-06+2.4039319360298313e-11j),(3.259466891762804e-06-2.230199777373637e-11j),(0.0016889944393110171-3.0297462045888054e-11j),(1.0366494574182054e-05-6.250399817030903e-12j)
SS-p,1e-11,51,15,17.1,0,0,(1.0031754955440087e-05-2.332992164232002e-11j),(-0.0008712253030914454-2.0288905411117912e-11j),(0.07881200758980417-1.600535666135528e-11j),(-0.15590138401796108-2.5184935936255834e-11j),(0.07881200758981778-1.600535666135527e-11j),(-0.0008712253030893667-2.028890541111798e-11j),(1.0031754934387835e-05-2.3329921642320297e-11j),(-0.9999968512038352-2.2420500021488523e-11j),(-0.9983478580668952-3.03175983090762e-11j),(-0.8049136368402685-2.1101338351532377e-11j),(-0.804913636840268+2.3589237061632793e-11j),(-0.9983478580668884+3.0833455389401325e-11j),(-0.9999968512038256+2.4064458268266964e-11j),(0.000567207303667555+5.918220694580956e-11j),(-0.048907130796924+1.230880926245804e-10j),(0.07881200758981234-1.150436595833369e-11j),(-0.04890713079690838-1.2602159110726427e-10j),(0.0005672073036655919-7.032543389400176e-11j),(0.00021541264951678379-1.3886535411472037e-11j),(0.0016521419315398945-3.017823420492425e-11j),(0.0016521419315387548+3.097179712599922e-11j),(0.00021541264952185872+1.1729356292248474e-11j),(0.0005672073036630374+9.184075822987349e-11j),(-0.0008712253030831187-7.700416883372676e-12j),(3.148793680336423e-06+2.4352794303407014e-11j),(3.148793683236447e-06-2.2131134497418577e-11j),(0.0016521419315398945-3.017823420492425e-11j),(1.0031754957022307e-05-6.199023608916018e-12j)
SS-p,1e-11,51,15,17.2,0,0,(9.709364484760397e-06-2.338862774675943e-11j),(-0.0008531904377909764-2.034001187262955e-11j),(0.07816038508417149-1.6081764343503007e-11j),(-0.15463357454546284-2.529449402680975e-11j),(0.07816038508416487-1.6081764343503026e-11j),(-0.0008531904377993031-2.0340011872629997e-11j),(9.709364470949369e-06-2.338862774675926e-11j),(-0.9999969575789567-2.2330577331837645e-11j),(-0.9983837354907543-3.0155592511433285e-11j),(-0.8071649871458473-2.0589624313032912e-11j),(-0.8071649871458413+2.29261681642238e-11j),(-0.9983837354907743+3.0533119717444294e-11j),(-0.999996957578971+2.378624872675199e-11j),(0.0005556656472567207+5.931492438042324e-11j),(-0.048375354366326756+1.2327445901492717e-10j),(0.07816038508417653-1.1520826773596069e-11j),(-0.048375354366332696-1.2624039406238403e-10j),(0.0005556656472479021-7.039517212306367e-11j),(0.00021007678053945708-1.2512598764782598e-11j),(0.0016162645076832718-3.01988075596334e-11j),(0.0016162645076897141+3.048996574186757e-11j),(0.00021007678051872844+1.000639841619153e-11j),(0.00055566564726444+9.204942957814957e-11j),(-0.0008531904377767057-7.668342532862857e-12j),(3.042418586163536e-06+2.3733350316269273e-11j),(3.0424185791183903e-06-2.2384573520607077e-11j),(0.0016162645076832718-3.01988075596334e-11j),(9.709364497198625e-06-6.189523460960772e-12j)
SS-p,1e-11,51,15,17.3,0,0,(9.398814297973067e-06-2.3432975086965254e-11j),(-0.0008356033601099747-2.0378173742277722e-11j),(0.07751436350077032-1.6222414888531553e-11j),(-0.15337609452109957-2.5211668934405065e-11j),(0.07751436350078046-1.622241488853168e-11j),(-0.0008356033600740438-2.0378173742277706e-11j),(9.398814359535232e-06-2.3432975086964782e-11j),(-0.9999970598426785-2.20247020645279e-11j),(-0.9984186676357488-2.9739942524155594e-11j),(-0.8093785014549058-2.0534685233792563e-11j),(-0.8093785014549066+2.287519829973781e-11j),(-0.998418667635757+3.020981540272323e-11j),(-0.9999970598426783+2.3349366416265274e-11j),(0.0005444029553687114+6.217382623262692e-11j),(-0.04785181996691689+1.2694796990228465e-10j),(0.07751436350078147-1.1716739099714344e-11j),(-0.04785181996691142-1.3060363986570325e-10j),(0.0005444029553992537-7.363284489482201e-11j),(0.00020490204364524483-1.0909607462825189e-11j),(0.001581332362729853-2.976817056801083e-11j),(0.0015813323627284284+3.0186128455681206e-11j),(0.00020490204364584895+8.452769041314808e-12j),(0.0005444029553883391+9.49573951533854e-11j),(-0.0008356033600792475-7.808780432887729e-12j),(2.940154926170087e-06+2.3312982486940822e-11j),(2.9401549264933963e-06-2.2069601423185563e-11j),(0.001581332362729853-2.976817056801083e-11j),(9.398814337695873e-06-6.377374665930397e-12j)
SS-p,1e-11,51,15,17.4,0,0,(9.099619869763993e-06-2.3525291769275104e-11j),(-0.0008184514180447811-2.0467211794630856e-11j),(0.0768739619076206-1.634878373764729e-11j),(-0.15212900641928545-2.529220333163087e-11j),(0.0768739619076156-1.6348783737647432e-11j),(-0.0008184514180683425-2.0467211794631024e-11j),(9.099619836071679e-06-2.352529176927541e-11j),(-0.9999971581729524-2.169843790898181e-11j),(-0.998452683295173-2.937149633576048e-11j),(-0.811554990553069-1.9996736155582616e-11j),(-0.811554990553074+2.236427668930606e-11j),(-0.9984526832951856+2.9901051712733e-11j),(-0.9999971581729629+2.299020067366077e-11j),(0.0005334116891883675+6.374787253821428e-11j),(-0.047336369678545126+1.2914991381309322e-10j),(0.07687396190759903-1.1843080441282853e-11j),(-0.047336369678551427-1.330939000254233e-10j),(0.0005334116891675214-7.538507883365356e-11j),(0.00019988278873715455-9.629195962028786e-12j),(0.0015473167033344649-2.932224842093025e-11j),(0.0015473167033310108+2.994991350246214e-11j),(0.00019988278872733168+7.322149242939262e-12j),(0.0005334116891646581+9.664734248513737e-11j),(-0.0008184514180910596-7.889276588648832e-12j),(2.841824699837455e-06+2.3121019369674713e-11j),(2.841824700625128e-06-2.156562178528322e-11j),(0.0015473167033344649-2.932224842093025e-11j),(9.099619828284871e-06-6.485011584471916e-12j)
SS-p,1e-11,51,15,17.5,0,0,(8.811317176620457e-06-2.3586494330789874e-11j),(-0.0008017223511932493-2.0511657180940704e-11j),(0.0762391944453209-1.6392772042561537e-11j),(-0.1508923621562951-2.5383261466942227e-11j),(0.07623919444535111-1.63927720425618e-11j),(-0.0008017223511458779-2.0511657180940533e-11j),(8.811317239182283e-06-2.358649433078941e-11j),(-0.9999972527383264-2.1911545832916782e-11j),(-0.9984858102886293-2.9406797897338205e-11j),(-0.8136952448979445-1.9595384208662378e-11j),(-0.813695244897951+2.1961511673861553e-11j),(-0.9984858102886319+2.9833715140097074e-11j),(-0.9999972527383136+2.314722221166513e-11j),(0.0005226845183619044+6.15392060420316e-11j),(-0.046828848928210286+1.2664818565821222e-10j),(0.07623919444533034-1.1861098955353034e-11j),(-0.04682884892818674-1.3056900310908467e-10j),(0.0005226845183984254-7.314048439792662e-11j),(0.00019501358314155085-7.940293229155391e-12j),(0.0015141897098896317-2.945108516882011e-11j),(0.0015141897098836996+2.9788553069670786e-11j),(0.00019501358314653406+5.337394727503526e-12j),(0.000522684518364464+9.456784495009864e-11j),(-0.0008017223511814046-7.860751763555033e-12j),(2.747259359942478e-06+2.3066218709087796e-11j),(2.747259365173862e-06-2.199112999830197e-11j),(0.0015141897098896317-2.945108516882011e-11j),(8.811317196350975e-06-6.411331861222535e-12j)
SS-p,1e-11,51,15,17.6,0,0,(8.533463532662635e-06-2.365549024768743e-11j),(-0.0007854042735468223-2.056316028037747e-11j),(0.07561007064554126-1.6451322310626178e-11j),(-0.14966620370607828-2.5470920242518707e-11j),(0.07561007064552341-1.6451322310625887e-11j),(-0.0007854042735646748-2.056316028037761e-11j),(8.533463495991583e-06-2.365549024768816e-11j),(-0.9999973437000181-2.1938918932291797e-11j),(-0.9985180754922214-2.931479413978233e-11j),(-0.8158000351576797-1.903336835280241e-11j),(-0.8158000351576605+2.144862057762106e-11j),(-0.9985180754921974+2.978505990231549e-11j),(-0.9999973437000355+2.3301852171961637e-11j),(0.0005122143203135852+5.986052523306274e-11j),(-0.04632910641253006+1.2459804339825697e-10j),(0.07561007064552967-1.1889420558104419e-11j),(-0.04632910641254147-1.2852673405556403e-10j),(0.0005122143203022359-7.148026569230592e-11j),(0.00019028921415213305-7.400190624984427e-12j),(0.0014819245063178855-2.927486904815635e-11j),(0.0014819245063338083+2.982503038997853e-11j),(0.00019028921416103088+4.967043097799212e-12j),(0.0005122143203076057+9.304084877934394e-11j),(-0.0007854042735631703-7.833505665264681e-12j),(2.6562976742109876e-06+2.3388065552987533e-11j),(2.6562976589300253e-06-2.185470506958936e-11j),(0.0014819245063178855-2.927486904815635e-11j),(8.533463506286811e-06-6.411710026532671e-12j)
SS-p,1e-11,51,15,17.7,0,0,(8.26563491829668e-06-2.3722736857594275e-11j),(-0.0007694856603467676-2.0688670368603817e-11j),(0.07498659572200551-1.6577710920799243e-11j),(-0.14845056372006707-2.5421227237190886e-11j),(0.07498659572203653-1.657771092079938e-11j),(-0.0007694856603377158-2.0688670368603432e-11j),(8.26563494103625e-06-2.3722736857593393e-11j),(-0.9999974312121819-2.1161097808230452e-11j),(-0.9985495048820888-2.8711299823890357e-11j),(-0.8178701127402193-1.8831989718057575e-11j),(-0.8178701127402227+2.109174620591474e-11j),(-0.9985495048820887+2.9097236395707442e-11j),(-0.9999974312121515+2.2505243228846624e-11j),(0.0005019941769494392+6.355053236694233e-11j),(-0.04583699403399223+1.2972740943379099e-10j),(0.07498659572201943-1.1981478868192113e-11j),(-0.04583699403397057-1.341651083207852e-10j),(0.0005019941769465042-7.556217836415548e-11j),(0.00018570466479004926-6.1344513599121e-12j),(0.0014504951164680277-2.8725294832318895e-11j),(0.0014504951164642402+2.9081930392102588e-11j),(0.000185704664790355+3.547305000961011e-12j),(0.0005019941769376596+9.687787831637067e-11j),(-0.0007694856603472707-7.886157583190832e-12j),(2.5687855544914576e-06+2.2457734280558583e-11j),(2.5687855584301473e-06-2.1205682182790487e-11j),(0.0014504951164680277-2.8725294832318895e-11j),(8.265634912490748e-06-6.341424346745576e-12j)
